/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    load-checkpoint ................................: (44864.35, 44864.67)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (49970.06, 50047.96)
    train/valid/test-data-iterators-setup ..........: (7255.42, 10663.08)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration     4001/   51900 | consumed samples:      4097024 | elapsed time per iteration (ms): 46034.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.194376E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5091/   51900 | consumed samples:      5213184 | elapsed time per iteration (ms): 38076.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.144219E+00 | loss scale: 1.0 | grad norm: 0.146 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5092/   51900 | consumed samples:      5214208 | elapsed time per iteration (ms): 38104.1 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.139987E+00 | loss scale: 1.0 | grad norm: 0.124 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5093/   51900 | consumed samples:      5215232 | elapsed time per iteration (ms): 38117.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.146459E+00 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5094/   51900 | consumed samples:      5216256 | elapsed time per iteration (ms): 38104.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.137146E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5095/   51900 | consumed samples:      5217280 | elapsed time per iteration (ms): 38090.7 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.137376E+00 | loss scale: 1.0 | grad norm: 0.180 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5096/   51900 | consumed samples:      5218304 | elapsed time per iteration (ms): 38099.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.139518E+00 | loss scale: 1.0 | grad norm: 0.194 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5097/   51900 | consumed samples:      5219328 | elapsed time per iteration (ms): 38112.2 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.118286E+00 | loss scale: 1.0 | grad norm: 0.135 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5098/   51900 | consumed samples:      5220352 | elapsed time per iteration (ms): 38087.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.135653E+00 | loss scale: 1.0 | grad norm: 0.129 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5099/   51900 | consumed samples:      5221376 | elapsed time per iteration (ms): 38107.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.137132E+00 | loss scale: 1.0 | grad norm: 0.133 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5100/   51900 | consumed samples:      5222400 | elapsed time per iteration (ms): 38113.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.139603E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5101/   51900 | consumed samples:      5223424 | elapsed time per iteration (ms): 38093.5 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.135302E+00 | loss scale: 1.0 | grad norm: 1.867 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5102/   51900 | consumed samples:      5224448 | elapsed time per iteration (ms): 38098.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.146521E+00 | loss scale: 1.0 | grad norm: 0.133 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5103/   51900 | consumed samples:      5225472 | elapsed time per iteration (ms): 38119.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.154432E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5104/   51900 | consumed samples:      5226496 | elapsed time per iteration (ms): 38093.7 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.130985E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5105/   51900 | consumed samples:      5227520 | elapsed time per iteration (ms): 38098.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.128601E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5106/   51900 | consumed samples:      5228544 | elapsed time per iteration (ms): 38095.2 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.130545E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5107/   51900 | consumed samples:      5229568 | elapsed time per iteration (ms): 38122.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.132764E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5108/   51900 | consumed samples:      5230592 | elapsed time per iteration (ms): 38106.5 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.121411E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5109/   51900 | consumed samples:      5231616 | elapsed time per iteration (ms): 38096.8 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.115250E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5110/   51900 | consumed samples:      5232640 | elapsed time per iteration (ms): 38140.5 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.124673E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5111/   51900 | consumed samples:      5233664 | elapsed time per iteration (ms): 38098.4 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.134501E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5112/   51900 | consumed samples:      5234688 | elapsed time per iteration (ms): 38103.5 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.128993E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5113/   51900 | consumed samples:      5235712 | elapsed time per iteration (ms): 38108.8 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.132494E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5114/   51900 | consumed samples:      5236736 | elapsed time per iteration (ms): 38101.0 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.134421E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5115/   51900 | consumed samples:      5237760 | elapsed time per iteration (ms): 38104.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.132251E+00 | loss scale: 1.0 | grad norm: 0.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5116/   51900 | consumed samples:      5238784 | elapsed time per iteration (ms): 38075.8 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.131589E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5117/   51900 | consumed samples:      5239808 | elapsed time per iteration (ms): 38084.7 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.132571E+00 | loss scale: 1.0 | grad norm: 0.066 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5118/   51900 | consumed samples:      5240832 | elapsed time per iteration (ms): 38101.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.138213E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5119/   51900 | consumed samples:      5241856 | elapsed time per iteration (ms): 38105.1 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.100764E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5120/   51900 | consumed samples:      5242880 | elapsed time per iteration (ms): 38109.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.131754E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5121/   51900 | consumed samples:      5243904 | elapsed time per iteration (ms): 38088.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.101578E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5122/   51900 | consumed samples:      5244928 | elapsed time per iteration (ms): 38100.2 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.120852E+00 | loss scale: 1.0 | grad norm: 0.065 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5123/   51900 | consumed samples:      5245952 | elapsed time per iteration (ms): 38102.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.130701E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5124/   51900 | consumed samples:      5246976 | elapsed time per iteration (ms): 38103.7 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.130012E+00 | loss scale: 1.0 | grad norm: 0.070 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5125/   51900 | consumed samples:      5248000 | elapsed time per iteration (ms): 38117.1 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.131859E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5126/   51900 | consumed samples:      5249024 | elapsed time per iteration (ms): 38105.3 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.131086E+00 | loss scale: 1.0 | grad norm: 0.220 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5127/   51900 | consumed samples:      5250048 | elapsed time per iteration (ms): 38120.7 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.120579E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5128/   51900 | consumed samples:      5251072 | elapsed time per iteration (ms): 38111.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.127292E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5129/   51900 | consumed samples:      5252096 | elapsed time per iteration (ms): 38136.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.121934E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5130/   51900 | consumed samples:      5253120 | elapsed time per iteration (ms): 38114.9 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.099349E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5131/   51900 | consumed samples:      5254144 | elapsed time per iteration (ms): 38102.9 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.141649E+00 | loss scale: 1.0 | grad norm: 0.121 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5132/   51900 | consumed samples:      5255168 | elapsed time per iteration (ms): 38114.4 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.135283E+00 | loss scale: 1.0 | grad norm: 0.331 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5133/   51900 | consumed samples:      5256192 | elapsed time per iteration (ms): 38110.6 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.223943E+00 | loss scale: 1.0 | grad norm: 7.534 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5134/   51900 | consumed samples:      5257216 | elapsed time per iteration (ms): 38113.8 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.210140E+00 | loss scale: 1.0 | grad norm: 6.340 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5135/   51900 | consumed samples:      5258240 | elapsed time per iteration (ms): 38103.5 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.148621E+00 | loss scale: 1.0 | grad norm: 0.353 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5136/   51900 | consumed samples:      5259264 | elapsed time per iteration (ms): 38099.1 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.283522E+00 | loss scale: 1.0 | grad norm: 13.979 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5137/   51900 | consumed samples:      5260288 | elapsed time per iteration (ms): 38107.2 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.207819E+00 | loss scale: 1.0 | grad norm: 0.628 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5138/   51900 | consumed samples:      5261312 | elapsed time per iteration (ms): 38106.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.172792E+00 | loss scale: 1.0 | grad norm: 1.018 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5139/   51900 | consumed samples:      5262336 | elapsed time per iteration (ms): 38127.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.157258E+00 | loss scale: 1.0 | grad norm: 0.355 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5140/   51900 | consumed samples:      5263360 | elapsed time per iteration (ms): 38104.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.186764E+00 | loss scale: 1.0 | grad norm: 0.948 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5141/   51900 | consumed samples:      5264384 | elapsed time per iteration (ms): 38082.7 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.144991E+00 | loss scale: 1.0 | grad norm: 0.236 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5142/   51900 | consumed samples:      5265408 | elapsed time per iteration (ms): 38123.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.159802E+00 | loss scale: 1.0 | grad norm: 0.628 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5143/   51900 | consumed samples:      5266432 | elapsed time per iteration (ms): 38114.7 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.153143E+00 | loss scale: 1.0 | grad norm: 0.226 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5144/   51900 | consumed samples:      5267456 | elapsed time per iteration (ms): 38110.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.157961E+00 | loss scale: 1.0 | grad norm: 0.249 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5145/   51900 | consumed samples:      5268480 | elapsed time per iteration (ms): 38116.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.162862E+00 | loss scale: 1.0 | grad norm: 0.169 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5146/   51900 | consumed samples:      5269504 | elapsed time per iteration (ms): 38095.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.132338E+00 | loss scale: 1.0 | grad norm: 0.131 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5147/   51900 | consumed samples:      5270528 | elapsed time per iteration (ms): 38082.9 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.140137E+00 | loss scale: 1.0 | grad norm: 0.122 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5148/   51900 | consumed samples:      5271552 | elapsed time per iteration (ms): 38100.9 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.138989E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5149/   51900 | consumed samples:      5272576 | elapsed time per iteration (ms): 38092.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.125517E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5150/   51900 | consumed samples:      5273600 | elapsed time per iteration (ms): 38104.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.124391E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5151/   51900 | consumed samples:      5274624 | elapsed time per iteration (ms): 38081.0 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.106454E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5152/   51900 | consumed samples:      5275648 | elapsed time per iteration (ms): 38118.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.127118E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5153/   51900 | consumed samples:      5276672 | elapsed time per iteration (ms): 38088.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.125007E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5154/   51900 | consumed samples:      5277696 | elapsed time per iteration (ms): 38122.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.112792E+00 | loss scale: 1.0 | grad norm: 0.121 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5155/   51900 | consumed samples:      5278720 | elapsed time per iteration (ms): 38100.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.125531E+00 | loss scale: 1.0 | grad norm: 0.205 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5156/   51900 | consumed samples:      5279744 | elapsed time per iteration (ms): 38107.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.138438E+00 | loss scale: 1.0 | grad norm: 0.126 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5157/   51900 | consumed samples:      5280768 | elapsed time per iteration (ms): 38107.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.125885E+00 | loss scale: 1.0 | grad norm: 0.149 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5158/   51900 | consumed samples:      5281792 | elapsed time per iteration (ms): 38131.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.135017E+00 | loss scale: 1.0 | grad norm: 0.127 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5159/   51900 | consumed samples:      5282816 | elapsed time per iteration (ms): 38127.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.139620E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5160/   51900 | consumed samples:      5283840 | elapsed time per iteration (ms): 38093.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.105818E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5161/   51900 | consumed samples:      5284864 | elapsed time per iteration (ms): 38111.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.120929E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5162/   51900 | consumed samples:      5285888 | elapsed time per iteration (ms): 38083.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.136847E+00 | loss scale: 1.0 | grad norm: 0.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5163/   51900 | consumed samples:      5286912 | elapsed time per iteration (ms): 38114.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.119579E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5164/   51900 | consumed samples:      5287936 | elapsed time per iteration (ms): 38101.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.123855E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5165/   51900 | consumed samples:      5288960 | elapsed time per iteration (ms): 38107.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.126240E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5166/   51900 | consumed samples:      5289984 | elapsed time per iteration (ms): 38079.9 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.132022E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5167/   51900 | consumed samples:      5291008 | elapsed time per iteration (ms): 38124.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.111943E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5168/   51900 | consumed samples:      5292032 | elapsed time per iteration (ms): 38119.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.121073E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5169/   51900 | consumed samples:      5293056 | elapsed time per iteration (ms): 38074.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.118515E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5170/   51900 | consumed samples:      5294080 | elapsed time per iteration (ms): 38098.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.119558E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5171/   51900 | consumed samples:      5295104 | elapsed time per iteration (ms): 38106.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.108786E+00 | loss scale: 1.0 | grad norm: 0.067 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5172/   51900 | consumed samples:      5296128 | elapsed time per iteration (ms): 38095.6 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.121351E+00 | loss scale: 1.0 | grad norm: 0.065 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5173/   51900 | consumed samples:      5297152 | elapsed time per iteration (ms): 38096.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.121643E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5174/   51900 | consumed samples:      5298176 | elapsed time per iteration (ms): 38111.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.119328E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5175/   51900 | consumed samples:      5299200 | elapsed time per iteration (ms): 38101.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.123657E+00 | loss scale: 1.0 | grad norm: 0.140 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5176/   51900 | consumed samples:      5300224 | elapsed time per iteration (ms): 38105.0 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.116429E+00 | loss scale: 1.0 | grad norm: 0.125 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5177/   51900 | consumed samples:      5301248 | elapsed time per iteration (ms): 38094.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.109764E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5178/   51900 | consumed samples:      5302272 | elapsed time per iteration (ms): 38117.6 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.128736E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5179/   51900 | consumed samples:      5303296 | elapsed time per iteration (ms): 38090.9 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.127590E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5180/   51900 | consumed samples:      5304320 | elapsed time per iteration (ms): 38122.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.097507E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5181/   51900 | consumed samples:      5305344 | elapsed time per iteration (ms): 38078.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.113499E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5182/   51900 | consumed samples:      5306368 | elapsed time per iteration (ms): 38105.0 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.138419E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5183/   51900 | consumed samples:      5307392 | elapsed time per iteration (ms): 38082.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.115964E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5184/   51900 | consumed samples:      5308416 | elapsed time per iteration (ms): 38101.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.111099E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5185/   51900 | consumed samples:      5309440 | elapsed time per iteration (ms): 38098.1 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.116164E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5186/   51900 | consumed samples:      5310464 | elapsed time per iteration (ms): 38089.8 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.114992E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5187/   51900 | consumed samples:      5311488 | elapsed time per iteration (ms): 38102.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.130965E+00 | loss scale: 1.0 | grad norm: 0.071 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5188/   51900 | consumed samples:      5312512 | elapsed time per iteration (ms): 38088.4 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.117533E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5189/   51900 | consumed samples:      5313536 | elapsed time per iteration (ms): 38103.3 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.111385E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     5190/   51900 | consumed samples:      5314560 | elapsed time per iteration (ms): 38090.5 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.118875E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
