/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    load-checkpoint ................................: (58356.41, 58356.57)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (64279.22, 64309.93)
    train/valid/test-data-iterators-setup ..........: (130936.87, 134026.11)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration     8001/   51900 | consumed samples:      8193024 | elapsed time per iteration (ms): 45353.6 | learning rate: 1.937E-04 | global batch size:  1024 | lm loss: 2.050100E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8260/   51900 | consumed samples:      8458240 | elapsed time per iteration (ms): 37903.4 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.046987E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8261/   51900 | consumed samples:      8459264 | elapsed time per iteration (ms): 37890.4 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.043076E+00 | loss scale: 1.0 | grad norm: 0.157 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8262/   51900 | consumed samples:      8460288 | elapsed time per iteration (ms): 37903.8 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.004971E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8263/   51900 | consumed samples:      8461312 | elapsed time per iteration (ms): 37918.6 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.021752E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8264/   51900 | consumed samples:      8462336 | elapsed time per iteration (ms): 37931.3 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.031690E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8265/   51900 | consumed samples:      8463360 | elapsed time per iteration (ms): 37921.9 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.016627E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8266/   51900 | consumed samples:      8464384 | elapsed time per iteration (ms): 37908.6 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.016143E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8267/   51900 | consumed samples:      8465408 | elapsed time per iteration (ms): 37886.0 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.019011E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8268/   51900 | consumed samples:      8466432 | elapsed time per iteration (ms): 37944.7 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.020761E+00 | loss scale: 1.0 | grad norm: 0.073 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8269/   51900 | consumed samples:      8467456 | elapsed time per iteration (ms): 37919.5 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.039204E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8270/   51900 | consumed samples:      8468480 | elapsed time per iteration (ms): 37937.8 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.029373E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8271/   51900 | consumed samples:      8469504 | elapsed time per iteration (ms): 37909.0 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.024137E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8272/   51900 | consumed samples:      8470528 | elapsed time per iteration (ms): 37897.2 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.031125E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8273/   51900 | consumed samples:      8471552 | elapsed time per iteration (ms): 37939.6 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.016400E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8274/   51900 | consumed samples:      8472576 | elapsed time per iteration (ms): 37884.1 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.032368E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8275/   51900 | consumed samples:      8473600 | elapsed time per iteration (ms): 37892.8 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.003438E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8276/   51900 | consumed samples:      8474624 | elapsed time per iteration (ms): 37912.1 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.042580E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8277/   51900 | consumed samples:      8475648 | elapsed time per iteration (ms): 37918.3 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.013914E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8278/   51900 | consumed samples:      8476672 | elapsed time per iteration (ms): 37938.3 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.031029E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8279/   51900 | consumed samples:      8477696 | elapsed time per iteration (ms): 37922.9 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.029597E+00 | loss scale: 1.0 | grad norm: 0.140 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8280/   51900 | consumed samples:      8478720 | elapsed time per iteration (ms): 37936.3 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.008377E+00 | loss scale: 1.0 | grad norm: 0.141 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8281/   51900 | consumed samples:      8479744 | elapsed time per iteration (ms): 37948.1 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.026247E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8282/   51900 | consumed samples:      8480768 | elapsed time per iteration (ms): 37939.3 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.029871E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8283/   51900 | consumed samples:      8481792 | elapsed time per iteration (ms): 37908.4 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.029282E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8284/   51900 | consumed samples:      8482816 | elapsed time per iteration (ms): 37913.9 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.032835E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8285/   51900 | consumed samples:      8483840 | elapsed time per iteration (ms): 37940.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.040408E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8286/   51900 | consumed samples:      8484864 | elapsed time per iteration (ms): 37922.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.033945E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8287/   51900 | consumed samples:      8485888 | elapsed time per iteration (ms): 37900.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.039241E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8288/   51900 | consumed samples:      8486912 | elapsed time per iteration (ms): 37918.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.031293E+00 | loss scale: 1.0 | grad norm: 0.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8289/   51900 | consumed samples:      8487936 | elapsed time per iteration (ms): 37930.3 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.024502E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8290/   51900 | consumed samples:      8488960 | elapsed time per iteration (ms): 37921.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.025918E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8291/   51900 | consumed samples:      8489984 | elapsed time per iteration (ms): 37887.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.037480E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8292/   51900 | consumed samples:      8491008 | elapsed time per iteration (ms): 37908.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.037236E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8293/   51900 | consumed samples:      8492032 | elapsed time per iteration (ms): 37939.5 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.024755E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8294/   51900 | consumed samples:      8493056 | elapsed time per iteration (ms): 37894.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.024959E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8295/   51900 | consumed samples:      8494080 | elapsed time per iteration (ms): 37903.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.025231E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8296/   51900 | consumed samples:      8495104 | elapsed time per iteration (ms): 37914.3 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.005583E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8297/   51900 | consumed samples:      8496128 | elapsed time per iteration (ms): 37931.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.026069E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8298/   51900 | consumed samples:      8497152 | elapsed time per iteration (ms): 37899.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.025531E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8299/   51900 | consumed samples:      8498176 | elapsed time per iteration (ms): 37946.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.027034E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8300/   51900 | consumed samples:      8499200 | elapsed time per iteration (ms): 37930.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.033435E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8301/   51900 | consumed samples:      8500224 | elapsed time per iteration (ms): 37942.2 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.040097E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8302/   51900 | consumed samples:      8501248 | elapsed time per iteration (ms): 38068.1 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.001811E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8303/   51900 | consumed samples:      8502272 | elapsed time per iteration (ms): 38021.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.046090E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8304/   51900 | consumed samples:      8503296 | elapsed time per iteration (ms): 38063.1 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.023501E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8305/   51900 | consumed samples:      8504320 | elapsed time per iteration (ms): 38066.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.014748E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8306/   51900 | consumed samples:      8505344 | elapsed time per iteration (ms): 37995.4 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.014987E+00 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8307/   51900 | consumed samples:      8506368 | elapsed time per iteration (ms): 37937.4 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.020838E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8308/   51900 | consumed samples:      8507392 | elapsed time per iteration (ms): 37906.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.029314E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8309/   51900 | consumed samples:      8508416 | elapsed time per iteration (ms): 37909.9 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.021767E+00 | loss scale: 1.0 | grad norm: 0.101 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8310/   51900 | consumed samples:      8509440 | elapsed time per iteration (ms): 37901.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.018355E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8311/   51900 | consumed samples:      8510464 | elapsed time per iteration (ms): 37922.2 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.036963E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8312/   51900 | consumed samples:      8511488 | elapsed time per iteration (ms): 37896.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.025567E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8313/   51900 | consumed samples:      8512512 | elapsed time per iteration (ms): 37935.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.015286E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8314/   51900 | consumed samples:      8513536 | elapsed time per iteration (ms): 37898.3 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.019222E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8315/   51900 | consumed samples:      8514560 | elapsed time per iteration (ms): 37931.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.011088E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8316/   51900 | consumed samples:      8515584 | elapsed time per iteration (ms): 37912.4 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.030871E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8317/   51900 | consumed samples:      8516608 | elapsed time per iteration (ms): 37901.4 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.050067E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8318/   51900 | consumed samples:      8517632 | elapsed time per iteration (ms): 37898.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.008333E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8319/   51900 | consumed samples:      8518656 | elapsed time per iteration (ms): 37898.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.019918E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8320/   51900 | consumed samples:      8519680 | elapsed time per iteration (ms): 37905.4 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.021727E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8321/   51900 | consumed samples:      8520704 | elapsed time per iteration (ms): 37931.2 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.012742E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8322/   51900 | consumed samples:      8521728 | elapsed time per iteration (ms): 37907.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.030352E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8323/   51900 | consumed samples:      8522752 | elapsed time per iteration (ms): 37929.0 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.019785E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8324/   51900 | consumed samples:      8523776 | elapsed time per iteration (ms): 37902.2 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.013626E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8325/   51900 | consumed samples:      8524800 | elapsed time per iteration (ms): 37934.8 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.030966E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8326/   51900 | consumed samples:      8525824 | elapsed time per iteration (ms): 37924.7 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.034213E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8327/   51900 | consumed samples:      8526848 | elapsed time per iteration (ms): 37917.6 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.044650E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8328/   51900 | consumed samples:      8527872 | elapsed time per iteration (ms): 37919.3 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.028366E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8329/   51900 | consumed samples:      8528896 | elapsed time per iteration (ms): 37925.9 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.035636E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8330/   51900 | consumed samples:      8529920 | elapsed time per iteration (ms): 37917.8 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.015569E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8331/   51900 | consumed samples:      8530944 | elapsed time per iteration (ms): 37939.7 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.030109E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8332/   51900 | consumed samples:      8531968 | elapsed time per iteration (ms): 37897.4 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.001973E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8333/   51900 | consumed samples:      8532992 | elapsed time per iteration (ms): 37915.9 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.017116E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8334/   51900 | consumed samples:      8534016 | elapsed time per iteration (ms): 37945.6 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.030283E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8335/   51900 | consumed samples:      8535040 | elapsed time per iteration (ms): 37914.5 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.020281E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8336/   51900 | consumed samples:      8536064 | elapsed time per iteration (ms): 37918.4 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.011878E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8337/   51900 | consumed samples:      8537088 | elapsed time per iteration (ms): 37857.6 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.026471E+00 | loss scale: 1.0 | grad norm: 0.068 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8338/   51900 | consumed samples:      8538112 | elapsed time per iteration (ms): 37926.2 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.035753E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8339/   51900 | consumed samples:      8539136 | elapsed time per iteration (ms): 37887.1 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.021878E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8340/   51900 | consumed samples:      8540160 | elapsed time per iteration (ms): 37921.5 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.006772E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8341/   51900 | consumed samples:      8541184 | elapsed time per iteration (ms): 37912.0 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.026748E+00 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8342/   51900 | consumed samples:      8542208 | elapsed time per iteration (ms): 37970.3 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.017502E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8343/   51900 | consumed samples:      8543232 | elapsed time per iteration (ms): 37913.8 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.041540E+00 | loss scale: 1.0 | grad norm: 0.093 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8344/   51900 | consumed samples:      8544256 | elapsed time per iteration (ms): 37905.7 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.018623E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8345/   51900 | consumed samples:      8545280 | elapsed time per iteration (ms): 37911.8 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.027091E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8346/   51900 | consumed samples:      8546304 | elapsed time per iteration (ms): 37911.6 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.027773E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8347/   51900 | consumed samples:      8547328 | elapsed time per iteration (ms): 37917.1 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.035029E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8348/   51900 | consumed samples:      8548352 | elapsed time per iteration (ms): 37909.7 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.023996E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8349/   51900 | consumed samples:      8549376 | elapsed time per iteration (ms): 37948.1 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.009354E+00 | loss scale: 1.0 | grad norm: 0.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8350/   51900 | consumed samples:      8550400 | elapsed time per iteration (ms): 37917.3 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.034792E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8351/   51900 | consumed samples:      8551424 | elapsed time per iteration (ms): 37938.5 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.040178E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8352/   51900 | consumed samples:      8552448 | elapsed time per iteration (ms): 37907.4 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.020617E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8353/   51900 | consumed samples:      8553472 | elapsed time per iteration (ms): 37911.5 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.020206E+00 | loss scale: 1.0 | grad norm: 0.090 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8354/   51900 | consumed samples:      8554496 | elapsed time per iteration (ms): 37916.4 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.024509E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8355/   51900 | consumed samples:      8555520 | elapsed time per iteration (ms): 37893.9 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.047539E+00 | loss scale: 1.0 | grad norm: 0.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8356/   51900 | consumed samples:      8556544 | elapsed time per iteration (ms): 37898.7 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.023892E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8357/   51900 | consumed samples:      8557568 | elapsed time per iteration (ms): 37886.8 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.021595E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8358/   51900 | consumed samples:      8558592 | elapsed time per iteration (ms): 37904.1 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.016386E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     8359/   51900 | consumed samples:      8559616 | elapsed time per iteration (ms): 37950.9 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.024724E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
